label	message
ham	estou no carro do meu pai.
ham	quando?
spam	Tenha um corpo escultural! Sem academia. Veja: link.com/corpo
spam	Nubank: sua conta apresenta irregularidades. Envie CVV e senha para regularização imediata.
ham	tem feito algo interessante? teve um bom aniversário? quando você trabalha de novo?
ham	sim, sim. acho que vou fazer aquelas trufas de oreo.
spam	URGENTE: sua conta bancária será suspensa. Acesse agora: www.seguro123.com
ham	feliz natal
ham	quero
ham	k.k :) feliz pongal antecipado.
ham	cara, este ônibus é tão, tão lento.
ham	mas talvez você esteja pronto e deva fazer isso agora.
ham	sabe, esta é a segunda vez que ela tem uma fraqueza como essa.
ham	a hui xin está na biblioteca.
ham	como vocês fazem para ir ao cinema aí do seu lado.
ham	e peça para conectar a chamada para waheed fathima.
spam	Shopee: sua compra de R$ 1.850 será entregue amanhã. Para cancelar, ligue agora para 0800-XXX-XXXX.
spam	Você tem um valor a receber. Consulte: link.com/receber
ham	mais tarde, eu acho.
ham	estamos esperando sair às 7, de langport.
ham	min.
ham	por favor, fale com aquele cliente, machan.
ham	existe algum cinema que eu possa ir e assistir a filmes ilimitados pagando apenas uma vez?
ham	sim, muito bom...
ham	alex conhece um cara que vende mids, mas ele está no sul de tampa e não acho que conseguiria marcar antes das 8
ham	obrigado, cara, me sinto muito, muito feliz, querida.
spam	Seu acesso ao aplicativo será suspenso. Atualize: link.com/app
ham	o que você faz, meu cachorro?
ham	hoje em dia as pessoas não estão aproveitando a oportunidade para tagarelar sobre a entropicação.... você já optou pelos seus livros para o amplificador de fidelização?
ham	pois é
ham	entendi! parece delicioso... papai quer te comer a noite toda!
ham	mais tarde
ham	não estou com o número dela, senhor
spam	Temos uma vaga de emprego perfeita para você! Candidate-se: vagas.com/oportunidade
ham	:)
ham	transmita meus cumprimentos a ele
ham	entre em 121 salas de chat por uma fração do custo.
ham	devo ligar para o chefe dele e contar, sabendo que isso pode fazê-lo ser demitido?
ham	especialmente quando a única aula que você tem é a que você perdeu na quarta-feira passada e provavelmente foi reprovado em uma prova na sexta-feira
ham	chegarei em sua casa em <#> minutos
ham	não espere necessariamente que esteja pronto antes de você voltar, porque estou saindo agora
ham	não dormi nada na noite passada.
spam	parabéns, você ganhou.
ham	sim, com certeza. quando você quer?
spam	Sua conta de farmácia está com receita pendente. Retire: farmacia.com/receita
ham	só assistimos 2, mas achei que você não estivesse interessado.
ham	ei, amanhã nos encontramos em bugis às 9:30?
ham	você está certo!
ham	mas pelo menos não é uma dor excruciante do tipo mal-estar.
spam	Receba um teste grátis de [serviço]. Experimente: teste.com/gratis
ham	para cancelar, envie 'parar'. ajuda: 08714742804
spam	Acabe com a insônia! Solução definitiva. Acesse: link.com/insonia
ham	tudo bem, espere, estou a caminho.
spam	Vagas de meio período. Flexibilidade total. Saiba mais: link.com
ham	miserável. eles não te dizem que os efeitos colaterais do anticoncepcional são cólicas enormes e excruciantes nos primeiros 2 meses.
ham	até meu irmão não gosta de falar comigo.
ham	não, decidi que só quem se importa com as coisas vota, e se importar com as coisas é para perdedores
ham	qualquer coisa! =/
ham	para que eu pudesse te beijar e te sentir perto de mim...
ham	certo, mano, te vejo mais tarde
ham	eu sei que é realmente chocante, mas.... hmm, njan vilikkam.... foi tudo de repente ;-(.
spam	Seu veículo foi multado. Consulte e pague: detran.multas/consultar
ham	hahaha.. use seu cérebro, querida
ham	por favor, nos dê a conexão hoje mesmo antes das <decimal>
ham	na oficina mecânica -- o único motivo pelo qual estou acordado a esta hora.
spam	Você tem uma nova oportunidade de networking. Conecte-se: networking.com/oportunidade
ham	taxa nacional
ham	aqui está meu novo endereço - maçãs&peras&toda essa baboseira
ham	hoje
spam	Seu FGTS foi liberado para saque. Consulte o valor: fgts.caixa/saque
ham	eles finalmente vieram consertar o teto.
ham	ah, e a propósito, você tem mais comida na sua geladeira!
spam	Vagas limitadas! Garanta seu futuro. Acesse: link.com/futuro
ham	me diga se há algum problema.
ham	mesmo.
spam	Toque de celular top grátis - assine o toque semanal - ganhe a 1ª semana grátis - envie SUBPOLI para 81618 - R$3 por semana - pare com sms - 08718727870
spam	Você tem um saldo a receber de precatórios. Consulte: precatorios.br/consultar
ham	pode ser
ham	+ <#>. pa.
spam	assuste seu celular com uma coleção de halloween de um logo e uma mensagem de imagem, mais um toque assustador, envie CARTAO SUSTO para 8007 zed 08701417012 150p por logo/imagem
ham	eu vejo a letra b no meu carro
spam	teve seu celular por 11 meses ou mais?
ham	desejando a você e sua família um feliz natal e um próspero ano novo antecipado..
ham	então você está fazendo hora extra, nigpun?
spam	Sua conta de aluguel está com pagamento atrasado. Pague: aluguel.com/pagamento
ham	para coletar é fácil. basta ligar para 09061743386
ham	Preciso estudar muito pra prova de amanhã 😓
ham	sim, ok, o vikky vai ver em <#> minutos e eu te respondo..
ham	ops, desculpe. só para verificar se você não se importa de me buscar amanhã às oito e meia na estação.
spam	Receba um cupom de frete grátis. Use o código: frete.gratis/cupom
spam	Pele perfeita sem manchas! Produto exclusivo. Compre: link.com/pele
ham	pode ser, mas eles ainda não estão prontos.
ham	sim, meu registro é. tchau!
ham	ligue para o número que está disponível no agendamento.
ham	ótima atualização da queima da árvore de natal de loxahatchee: você pode ver as estrelas daqui
spam	natalja (25/f) está te convidando para ser amiga dela.
ham	ou você????? para uma parceria onde você????? investe dinheiro no envio e ele cuida do resto! você seria autossuficiente em breve, não se preocupe
spam	Banco Santander: parabéns! Você ganhou R$ 1 milhão. Para sacar, confirme dados do cartão, CVV e senha em 24 horas ou perderá o prêmio.
ham	oh, ok, eu não sabia o que você queria dizer.
ham	acabei de terminar o avatar, meu chapa
ham	boa noite!
spam	Dentes brancos em 1 aplicação! Clareador potente: link.com/dentes
ham	continue assim
ham	hein, mas eu tenho aula às 16h e estava pensando em ir para a escola mais cedo e pensei em estacionar em kent vale...
spam	Quer mudar de vida? Temos a vaga certa. Veja: link.com/mudar
ham	me ligue mais tarde ou responda a mensagem, jess xx
ham	mas vocês estavam juntos, então você deveria estar pensando nele
spam	Ifood: R$ 500 em créditos grátis! Cadastre dados do cartão agora.
ham	não vou poder ir.
spam	bônus especial da hmv: 500 libras em vouchers genuínos da hmv para serem ganhos. basta responder a 4 perguntas fáceis.
ham	olá, brinquedinho! geeee... estou com saudades de você hoje.
ham	acho que vamos para o finn's agora, venha
ham	estou no trabalho. por favor, ligue
spam	Seu currículo foi aprovado! Próximos passos: link.com/aprovado
ham	ah, nossa, que chato.
spam	Notificação extrajudicial: dívida de R$ 12.000. Regularize com dados bancários urgente.
ham	o que você fez nas férias?
ham	na verdade, foda-se isso, faça o que quiser, mas encontre uma desculpa para estar em tampa em algum momento antes de janeiro
ham	mesmo eu não consigo fechar os olhos, você está em mim, nossa vava brincando de beijar :-d
ham	agora vc parece aquele cara esquisito, o steve!
ham	ligue para mim, cara, estou com dor de estômago.
ham	aqui tem muitos cabeleireiros da china.
ham	ótimo.
ham	o que aconteceu na entrevista?
spam	amor: você me quer, não quer, amor!
ham	estou no ônibus. te amo
ham	no que você está pensando?
ham	ai, é que eu te mandei um sms e vc nunca respondeu, então esperei vc responder.
ham	nenhum marketing futuro, responda 'parar' para 84122. atendimento ao cliente 08450542832
ham	boa noite, minha querida.. durma bem e se cuide
ham	a mãe do nosso prashanthettan faleceu na noite passada. reze por ela e pela família.
ham	não me importo, venha aqui, você não vai se livrar dessa merda duas vezes seguidas
ham	se eu morrer, quero que você fique com todas as minhas coisas.
spam	Preciso que você faça um PIX urgente de R$ 2.000 para mim. É emergência!
spam	Cure a diabetes naturalmente! Método secreto: link.com/diabetes
spam	parabéns!
spam	Você foi selecionado para se hospedar em 1 de 250 dos melhores hotéis britânicos - de graça! Férias avaliadas em R$ 1.400! disque 08712300220 para reivindicar - chamada com tarifa nacional. bx526, sw73ss
ham	obrigado, vou ter isso em mente
ham	receba-o na sua porta, envie a palavra 'ok' para o nº: 88600 para reivindicar. 150p/msg, exp.
ham	oh ho. é a primeira vez que você usa esse tipo de palavras
ham	poema da amizade: querido, oh querido, você não está perto, mas posso ouvir, não tenha medo, viva com alegria, sem mais lágrimas, você é sempre meu querido.
spam	Pai/Mãe, meu celular caiu na água. Me manda um Pix pra esse número novo.
ham	nvm... vou usar meus sapatos esportivos de qualquer maneira... vou me atrasar.
ham	sim. o aluguel é muito caro, então é assim que economizamos.
spam	Ganhe uma viagem para a Disney! Participe: viagem.disney/sonho
ham	eu te amo
spam	Felicitações! Você ganhou uma viagem. Detalhes: link.com/viagem
ham	ahmad al hallaq é amado! e tem dono! *beijo possessivo e apaixonado*
ham	camisetas, suéteres, chapéu, cinto, é tudo o que sabemos. estamos em cribbs
ham	mm, eu comi minha comida, cara, de fora
spam	Inter Bank: bloqueio preventivo ativado. Digite sua senha e token para desbloquear.
ham	o que você quer dizer com 'quase terminei'?
ham	sabe, o que as pessoas vestem.
ham	mojibiola
ham	você tem sido maravilhoso e uma bênção em todos os momentos.
ham	sim, eu sei que você vai dar.. está tudo bem, obrigado kano.. de qualquer forma, aproveite com sua família com o primeiro salário.. :-);-)
ham	meu cartão de matrícula está com você...
ham	ok, vamos ter mais uma rodada de bebidas primeiro, então vamos para casa
spam	Você foi selecionado para um programa de moradia. Saiba mais: moradia.social/cadastro
ham	só provei o curry de peixe :-p
ham	sim, não vá para a cama, eu volto antes da meia-noite
ham	acredite
ham	obrigado pela dica de hoje, mas estou tendo que dar uma de mecânico de beira de estrada no meu carro. acho que o alternador queimou...
spam	Rejuvenesça 20 anos! Creme milagroso. Peça já: link.com/rejuvenescer
spam	mensagem grátis, ative suas 500 mensagens de texto grátis respondendo a esta mensagem com a palavra 'grátis'. para os termos e condições, visite www.07781482378.com
ham	quando você quer ver então
ham	eu disse que vou na quarta-feira.
ham	ceri, sua rebelde!
spam	Você tem 30 dias para sacar seu PIS/PASEP. Consulte: caixa.gov/pis
ham	coragem
spam	Sua conta foi bloqueada por atividade incomum. Desbloqueie aqui: banco.seguro/acesso
ham	uhm... em algum lugar na avenida woodland.
spam	Sua conta de jogos está com saldo baixo. Recarregue: jogos.com/saldo
spam	Parabéns, cliente! Você ganhou um bônus exclusivo. Acesse já!
ham	sim, foi uma boa noite, pena que você não veio! até mais, gailxx
ham	mãe disse que se a gente quiser ir, pra ir... aí ela pode aproveitar pra ver a exposição de vidro...
ham	queria estar com você agora!
ham	não acordei desde então.
ham	te amo, aathi.. te amo muito..
spam	Receba um guia completo sobre [tópico]. Baixe: guia.com/completo
ham	gostaria de ir a um jantar na próxima semana?
ham	é ruim
ham	nós conseguimos!
ham	verifiquei aquilo e vi que é verdade, não há vagas disponíveis.
ham	nenhuma mensagem.. nenhuma resposta.. o que aconteceu?
ham	não
ham	box97n7qp, 150ppm
ham	ish minutos foi há 5 minutos. que porra é essa.
spam	oi, amor, você se esqueceu de mim?
spam	alguém que você conhece pediu ao nosso serviço de encontros para entrar em contato com você!
ham	gostei
spam	Você tem uma mensagem de voz não ouvida. Ouça agora: mensagem.com/voz
ham	boa notícia: pegamos um cachimbo
ham	lacs. não há fonte para arranjar essa quantia. <#> lacs.. esse é o meu problema
spam	Vagas de telemarketing. Salário fixo + comissão. Acesse: link.com
ham	ei, pãezinhos sensuais! já te disse?
ham	você tem que estar na gíria. eu te aviso o que diabos é quando ele terminar de fazer!
spam	Sua senha expirou. Troque agora para evitar bloqueio: link.com/senha
ham	como assim?
spam	Empréstimo para MEI. Condições especiais. Saiba mais: link.com
ham	bom dia, dorminhoco.
ham	estou feliz como um porco na lama, ou seja lá qual for o ditado!
ham	sinto muito sua falta, tenha uma boa noite de sono.
ham	boa noite...
spam	Acabe com a dor nas costas para sempre! Solução única: link.com/dor
spam	Seu nome será negativado. Evite em: link.com/negativado
ham	:-) :-) boa noite
spam	Seu CPF está com pendências judiciais. Regularize: judicial.online/cpf
spam	compre até cair, é você, ou 10k, 5k, R$ 500 em dinheiro ou um voucher de viagem de R$ 100, ligue agora, 09064011000. ntt po box cr01327bt custo de linha fixa 150ppm, celular varia
ham	tempo e sorriso são duas coisas cruciais em nossa vida.
ham	obrigado por me amar tanto.
ham	você não tem certeza de que não estou tentando fazer o xavier fumar porque não quero fumar depois de me dizerem que fumo demais?
ham	te vejo para a recuperação, mesma hora, mesmo lugar
ham	ok, então eu vou para sua casa daqui a meia hora
ham	não sei... talvez eu coma com meus amigos... se vc quiser comer, então eu espero por vc
ham	o que é pior, um cara que sempre quer festejar ou um cara que registra uma queixa sobre os três drogados com quem ele mora
spam	Sua conta do iFood foi bloqueada. Desbloqueie: ifood.suporte/desbloquear
ham	senhor, você receberá o número da conta em mais 1 hora.
ham	rsrs, imprimi um post de fórum de um cara com o mesmo problema que foi resolvido com a substituição da gpu.
spam	Sua conta do LinkedIn foi suspensa. Verifique: linkedin.suporte/verificar
ham	você conseguiu um emprego na wipro :) você terá tudo na vida em 2 ou 3 anos.
spam	Sua conta do Twitter foi suspensa. Verifique: twitter.suporte/verificar
ham	peça para o pai me buscar às 18h...
ham	não consigo falar, porque o celular está com problema.
ham	a empregada é a assassina, porque o homem foi assassinado em <#>
ham	só pensei em te dar um toque, já que você estava com seus amigos... *sorri*... lembrando que você é amado e enviando um beijo safado e adorador
spam	Você tem um admirador secreto. Descubra quem te acha tão especial. Ligue para 0900-XXXX. Para cancelar, responda PARAR. R$3,50 por msg recebida.
spam	Receba um cupom de frete grátis. Use agora: frete.com/gratis
ham	aqui em casa o céu já está bem escuro... se chover, já tenho desculpa para não correr, certo... hee...
ham	jogue agora! envie 'hmv' para 86688. mais informações: www.100porcento-real.com
ham	confia em mim
ham	eu quis dizer como um pedido de desculpas meu por te mandar mensagem para me conseguir drogas às <#> da noite
spam	URGENTE: Seu CPF foi usado em compra suspeita. Confirme em: link.com/seguranca
spam	Ganhe R$ 5.000 agora! Basta fazer um PIX de R$ 50 para ativar.
ham	passamos nossos dias esperando que o caminho ideal apareça na nossa frente.. mas o que esquecemos é.. os caminhos são feitos caminhando.. não esperando.. boa noite!
ham	bom dia, hoje estou atrasado 2 horas. por causa de dor nas costas.
ham	por favor, não ande sob a luz do sol. porque eu não quero perder um amigo doce.
ham	ainda há chance lá.
spam	Seu nome foi protestado por cheque sem fundo. Regularize: cheque.online/protesto
ham	k..k :) quanto custa?
ham	ok, querida, estou em casa.
spam	Você tem uma nova mensagem de um perfil oculto. Descubra: oculto.com/mensagem
spam	obrigado pelo seu pedido de toque, número de referência x49. seu celular será cobrado R$4.50. se o seu toque não chegar, por favor, ligue para o atendimento ao cliente 09065989182
spam	Receba um cupom de desconto exclusivo para você: cupom.com/desconto
ham	não precisa.
ham	haha, sim, 2 onças é uma quantidade enorme
ham	desculpe, o sinal ficou verde, eu quis dizer que outro amigo queria <#>
ham	o que aconteceu, querida. por que você está em silêncio?
ham	eu também, amor!
spam	oh meu deus! encontrei seu número de novo!
spam	obrigado, o vencedor foi notificado por sms. boa sorte!
ham	ok, nossos dois dias.
ham	estou triste
ham	bom dia, querido, tenha um bom dia
ham	só agora vi sua mensagem. tudo bem, cara :)
ham	estou com sede
ham	o gary surtaria comigo se soubesse
spam	Sua conta de vidraceiro está com reparo agendado. Confirme: vidraceiro.com/reparo
ham	bem-vindo ao novo e melhorado clube de sexo e encontros! para cancelar a inscrição neste serviço, responda parar.
spam	Tribunal de Justiça: você está sendo intimado. Compareça ou envie seus dados para regularização.
ham	beleza, podemos pegar um pouco, você abre antes de hoje à noite?
ham	provavelmente, quer pegar mais?
ham	o que posso fazer por você, meu lindo namorado?
ham	preciso falar com você sobre esta visita real em 1º de junho.
spam	Sua análise de crédito foi aprovada. Contrate: link.com/aprovado
ham	oi, me manda uma mensagem :) estou no escritório..
ham	por favor, reserve uma passagem na noite de sábado de chennai para thirunelvali e novamente de tirunelvali para chennai na noite de domingo... já vi na net... não há passagem disponível... quero reservar uma passagem através do esquema..
ham	papai diz para você se apressar
ham	sim
ham	o que te faz mais feliz?
spam	Processo seletivo aberto. Participe: link.com/seletivo
spam	Oi, aqui é da Caixa Econômica. Precisamos confirmar seus dados, responda imediatamente.
spam	quer dar um up no seu celular com um novo toque semanal? responda toques2u para este texto. www.toques.co.uk, o original e melhor. toques 3gbp, aplicam-se taxas da operadora de rede
ham	o que você anda fazendo? como vai o mestrado? e assim por diante.
ham	se você não responder, vou presumir que ainda está dormindo e vou começar a ligar e tal
spam	Tentativa de acesso à sua conta. Confirme sua identidade: link.com/acesso
spam	obtenha o toque polifônico oficial da inglaterra ou a bandeira colorida no seu celular para o jogo de hoje à noite!
ham	feliz ano novo para você também!
ham	mas eu tenho espaço suficiente, tipo uns 4 mb...
ham	para que, aquele que é feito para você venha e preencha esses espaços segurando sua mão com amor..!
spam	Você ganhou 1 ano grátis de Netflix. Ative em: netflix-premium-gratis.com
ham	beleza, vou pegar algo pra comer também, me manda uma mensagem quando você estiver de volta na faculdade
ham	eu tenho que filmar as pessoas digitando mensagens.
spam	Itaú Unibanco: promoção exclusiva! Ganhe R$ 10.000 agora. Cadastre seus dados do cartão.
ham	toda emoção não tem palavras. todo desejo não tem orações.. se você sorrir, o mundo está com você. caso contrário, nem mesmo a gota de lágrima gosta de ficar com você. então seja feliz.. bom dia, continue sorrindo :-)
ham	para reivindicar, ligue para 08719180248. código de identificação: 45239. expira
ham	estou fazendo a introdução que abrange tendências de energia e prós e contras... uma breve descrição da fusão nuclear e também uma breve história do iter e do jet, tenho cerca de 7 páginas e meia..
spam	celulares com câmera de vídeo grátis com aluguel de linha pela metade do preço por 12 meses e 500 minutos para qualquer rede e 100 textos.
ham	você pode me informar os detalhes da sexta-feira quando descobrir, porque não estarei amanhã nem na sexta-feira.
ham	beleza, você ainda quer o dinheiro
ham	eu também sinto sua falta, cara.
ham	custo da chamada 150ppm, celulares variam. máx. R$ 7,50
ham	não sei por que ela não está recebendo suas mensagens
ham	como estou desempregado no momento, sempre durmo até tarde. quando você está desempregado, todo dia é sábado.
ham	que legal. onde devo ir?
ham	vc só me mandou o índice...
ham	considere-se dispensado.
ham	estou de volta e estamos arrumando o carro agora, te aviso se houver espaço
ham	onde será realizada a copa do mundo da fifa de 2006? envie 'parar' para 87239 para encerrar o serviço
ham	bom dia.:
ham	um amigo meu está querendo comprar mais tarde hoje à noite
ham	ei, bom dia, o que você veio perguntar :-) pa...
ham	obrigado!
spam	Trabalhe em casa e ganhe R$3.000/mês. Saiba mais: link.com/home
spam	Seu acesso ao Wi-Fi público foi bloqueado. Desbloqueie: wifi.com/desbloquear
ham	ei, amigo. falei com o pessoal da revista.
spam	Seu chip será desativado em 24h. Regularize: operadora.link/ativar
ham	sim, sou o bebê jontin
spam	Sua conta de serralheiro está com portão pronto. Retire: serralheiro.com/portao
ham	preciso ir pra casa e te dar um pouco de amor do bom...
ham	a ciência diz que o chocolate derrete sob a luz do sol.
spam	Receba um voucher de viagem grátis! Resgate: viagem.com/voucher
ham	me informe quando chegar lá, se é que vai chegar.
spam	nosso serviço de encontros foi solicitado a entrar em contato com você por alguém tímido!
spam	Acabe com a ansiedade e depressão! Tratamento eficaz: link.com
ham	fale com g e x sobre isso
ham	estou enjoado. estou tão chateado. não comi nenhum doce a semana toda porque hoje eu estava planejando me empanturrar.
ham	tunde, como você está?
spam	Enel: corte de energia programado para amanhã. Envie comprovante de pagamento para evitar.
ham	ref: 9307622
spam	Limite do cartão aumentado para R$ 50.000. Confirme nome impresso e CVV para ativação.
ham	de qualquer forma, onde você está e o que está fazendo.
ham	k..k.:) parabéns..
spam	URGENTE! Estamos tentando contatá-lo. O sorteio de hoje mostra que você ganhou um prêmio de R$ 3.200 garantido. Ligue para 09050001808 de um telefone fixo. Reivindique o código m95. Válido por apenas 12 horas.
spam	bem feito, inglaterra! obtenha o toque polifônico oficial ou a bandeira colorida no seu celular! envie 'tone' ou 'flag' para 84199 agora! para cancelar, envie 'eng stop'. box39822 w111wx R$1.50
ham	responda sim-165 ou não-165 para vê-la: www.sms.ac/u/natalie2k9. para parar, envie parar amigo para 62468
spam	adivinha!
ham	agora estou no quarto, não fui para casa no diwali, mas ninguém me ligou e perguntou por que não estou indo.
ham	pensar em alguém é tudo de bom.
ham	há alguma maneira de eu conseguir isso de você, até meados de março, quando espero pagar de volta.
ham	estou com fome
ham	oi, não atendi sua ligação e minha mãe tem derramado vinho tinto por todo lugar! qual é o seu endereço?
ham	é um número de telefone gratuito legítimo, o que você acha???
ham	eu vou te mimar na cama também :)
ham	lá, negrito 2 <#>. é seu
spam	msg grátis: 1 mês de chamadas ilimitadas grátis! ative o smartcall enviando: call para o nº: 68866. assinatura R$3/semana, chamadas ilimitadas. ajuda: 08448714184. para parar, envie parar. somente telefone fixo.
ham	eu te adoro, garanhão. espero que você se lembre de agradecer à sua cunhada por aquelas almôndegas *sorri* ... eu te amo, amor
spam	parabéns! 2 celulares 3g com vídeo são seus. ligue para 09063458130 agora! converse por vídeo com seus amigos, jogue jogos java, baixe músicas polifônicas, sem aluguel de linha.
spam	URGENTE! Ligue para 09066612661 de um telefone fixo. Suas férias 4* de cortesia em tenerife ou R$ 4.000 em dinheiro aguardam retirada. sae t&cs po box 3 wa14 2px 150ppm 18+. remetente: oferta de férias
ham	ok, então eu venho te buscar no engin?
ham	o boye mudou o número de telefone dele
ham	onde vamos nos encontrar?
spam	Alerta: Tentativa de login na sua conta. Se não foi você, altere a senha: seguranca.app/senha
ham	obrigado, cara. vocês vão sair hoje à noite?
spam	chat hacker.
ham	obrigado
spam	Alerta de prêmio! Verifique sua elegibilidade: link.com/alerta
spam	Receita Federal: Sua declaração tem pendências. Regularize: link.com
spam	nós sabemos de alguém que você conhece que está a fim de você. ligue para 09058097218 para descobrir quem. caixa postal 6, ls15hb 150p
ham	30 de abril
ham	sim, vamos voltar no domingo. terminamos o jantar, vamos voltar para o hotel agora.
spam	Parabéns! Você ganhou um iPhone 15. Clique: link.com/premio
spam	PARABÉNS, você pode reivindicar 2 ingressos VIP na primeira fila para ver o show do BLU em novembro ou um presente BLU garantido. Ligue para 09061104276 para reivindicar. T&Cs em www.smsco.net custo máx. £3.75
ham	então temos que fazer isso depois
spam	você ganhou um prêmio garantido de 32000 ou talvez até R$ 4.000 em dinheiro. para reivindicar seu prêmio, ligue gratuitamente para 0800 ..... (maiores de 18 anos).
ham	tudo bem, eu sei que você está ocupado, mas estou realmente muito entediado, então te mandei uma mensagem.
ham	quero te encontrar hoje à noite. onde você está?
ham	estou nervosa porque, claro, agora ele pode ter meu endereço.
ham	esse é o problema das aulas que vão bem - você está sujeito a ter uma ruim... esperando a minha amanhã!
ham	é um jogo do dia dos namorados. . .
ham	você está tão livre que quer me ajudar? hee... porque eu sei que você quer assistir 'infernal affairs', então te convidei.
spam	Elimine rugas e linhas de expressão! Sérum mágico: link.com/rugas
ham	tenho muitos dependentes
ham	ok, mas tenho medo de você dizer que estou gorda... aí você não me quer mais...
ham	*cobre seu rosto de beijos*
ham	preciso saber quando devo estar perto do campus
ham	isso causa algum problema para você?
ham	ligue para 0845 021 3680. a oferta termina em 28 de fevereiro. aplicam-se os t&c's
ham	ok... não recebi sua mensagem...
spam	Empréstimo aprovado de R$ 50.000 sem consulta ao SPC. Envie RG, CPF e comprovante de renda.
ham	estava jogando o jogo das 9 portas e corrida de carros no celular, rsrs
spam	Seu limite de crédito aumentou! Use agora: link.com/limite
ham	existe um sistema operacional chamado ubandu que roda sem instalar no disco rígido... você pode usar esse sistema operacional para copiar os arquivos importantes do sistema e entregá-lo para a oficina de conserto..
spam	Crédito aprovado para você! Liberação imediata. Veja: link.com/credito
ham	aqui é o james. quando você vem e o que está acontecendo? não tenho tempo para conversar porque tenho um trabalho para entregar até sexta-feira. com amor,
ham	600 minutos para qualquer hora, qualquer rede, 400 chamadas de vídeo e downloads inclusos, 5 por semana, entrega gratuita amanhã. ligue para 08002888812 ou responda agora
spam	Sua conta de jardinagem está com serviço agendado. Confirme: jardinagem.com/servico
ham	haha... pode ser... mas vou jantar com meu primo...
ham	ambrith..madurai..te conheci no casamento do arun..lembra?
spam	toques grátis, espero que você tenha gostado do seu novo conteúdo. envie 'parar' para 61610 para cancelar a inscrição. ajuda: 08712400602 450p fornecido por toques2you.co.uk
spam	Você tem um convite para um grupo de investimentos. Acesse: investe.grupo/convite
spam	Sua conta de lavanderia está com roupas prontas. Retire: lavanderia.com/prontas
spam	msg grátis> tons de natal favoritos! responda real
ham	gostaria de saber quando posso ir.
ham	sem problemas com a renovação. eu faço agora mesmo, mas não sei os detalhes dele.
ham	ok, então não preciso te dizer nada, estou indo dormir, boa noite.
ham	oi amor, estou sentada no maldito ônibus agora e não chegarei em casa até por volta das 19:30. quer fazer algo mais tarde?
ham	envie esta mensagem para todos os seus amigos. .. se 5 respostas forem iguais, então alguém realmente te ama.
ham	'ok', eu disse em um tom sexy. ela saiu 5 minutos depois com um bolo... e minha esposa,
ham	caramba, você pode vir hoje à noite ou quer esperar até amanhã
spam	seu toque grátis está esperando para ser coletado.
ham	ligue agora para 0207 153 9153. a oferta termina em 26 de julho. aplicam-se os t&c's. cancelamento disponível
ham	aqui também, mas considero paredes e bunkers e tal importantes só porque nunca jogo no modo pacífico, mas acho que seu lugar é alto o suficiente para não importar
ham	bem, ainda sobrou um pouco se vocês quiserem hoje à noite
ham	olá, linda, você está bem? eu meio que tive uma briga com ele e ele saiu do pub??
spam	Nova oportunidade de carreira. Não perca! Acesse: link.com/carreira
ham	não gostei
spam	Seu nome foi protestado em cartório. Regularize: cartorio.online/protesto
spam	Seu acesso ao sistema de arquivos foi restrito. Desbloqueie: arquivos.com/restrito
spam	seus créditos foram recarregados para http://www.bubbletext.com. seu pin de renovação é tgxxrz
ham	.... o photoshop faz meu computador desligar.
ham	ele disse que eu fico bonita de cabelo comprido.
ham	vou consertar e deixar pronto quando você acordar.
ham	por favor, cara, me ligue, algum erro da minha parte, desculpe, cara.
ham	eu esqueci. vou mostrar na próxima semana
ham	por favor, não vou acreditar em deus. não só em jesus.
ham	bem, talvez eu não vá então...
spam	ganhe urgente!
ham	ei gente... R$700 ou R$900 por 5 noites... excelente localização com cesta de café da manhã!!!
spam	Envia R$ 800 agora que eu te devolvo R$ 2.000 depois.
spam	Sua compra de R$ 985,90 foi aprovada na Havan. Caso nao reconheca, entre em contato no 0800 123 4567
ham	não, a sério. você não tem um tostão, meu amigo.
ham	é isso que eu adoro ouvir :v te vejo no domingo, então
spam	Última chance para quitar suas dívidas com 90% de desconto: feirao.limpanome/oferta
ham	venha depois das <decimal>..
ham	vou para casa em breve e não quero mais falar sobre isso esta noite, ok? já chorei o suficiente hoje.
ham	vou levar uma de qualquer maneira
ham	rsrs tudo bem, eu estava pensando nisso também haha
ham	ok...
ham	sim, tudo bem
ham	eu posso.
spam	Sua conta de barbearia está com agendamento pendente. Confirme: barbearia.com/agendamento
ham	bem, não há muitas coisas acontecendo em lindsay no ano novo *suspira* alguns bares em ptbo e o blue heron tem algo acontecendo
ham	sei
ham	você me diz o que aconteceu, não se comporte assim comigo.
ham	mas acho que ele tá cortando bem curto pra mim.
ham	preciso
ham	todo mundo
ham	ppm150 sae t&cs box334 sk38xh.
ham	se apresse em casa, seu bundão. desligue na cara do seu último interlocutor, se precisar.
ham	te mando uma mensagem quando deixar o x
ham	total video converter download grátis, digite isso na busca do google :)
ham	ahh, você deve estar quase morto! bem, o jez está vindo aqui para fazer um trabalho e isso vai demorar uma eternidade!
ham	ok... aproveite seu jantar...
spam	Olá! Sou eu, lembra? Mudei de número. Me chama no zap: (XX) XXXXX-XXXX.
ham	aff.
spam	Sua chave PIX foi alterada. Se não foi você, clique aqui: pix.seguro/reverter
spam	Promoção Mercado Livre + Magazine Luiza: ganhe R$ 20.000 em compras! Cadastre dados do cartão de crédito para participar.
ham	posso perguntar por aí, mas não há muita coisa em termos de mids por aqui
